,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income,age,fnlwgt,capital-gain,capital-loss,hours-per-week
13074,6,12,1,10,1,0,0,38,0,62,123612,0,0,4
13075,2,8,0,4,3,0,1,38,0,20,155818,0,0,20
13076,2,8,1,7,1,0,0,38,0,28,243660,0,0,40
13077,2,8,1,5,1,0,0,38,0,57,134195,0,0,40
13078,2,3,1,6,1,0,0,38,0,56,238638,0,0,40
13079,2,8,1,6,1,0,0,38,0,33,159929,0,0,40
13080,2,8,0,2,3,0,0,38,0,19,198668,0,0,40
13081,2,8,1,9,1,0,0,38,0,29,215504,0,0,40
13082,2,9,0,6,5,0,0,6,0,30,158002,0,0,55
13083,3,12,4,3,4,0,1,38,0,53,35305,0,0,57
13085,4,8,1,11,1,0,0,38,0,44,321824,0,0,38
13086,2,9,1,2,1,0,0,38,0,22,180449,0,0,28
13087,2,8,4,6,0,0,0,38,0,40,201764,0,0,40
13088,2,11,0,0,0,0,0,38,0,25,250038,0,0,40
13089,6,3,1,8,1,0,0,25,0,30,226535,0,0,40
13090,2,11,4,0,4,0,1,38,0,51,136121,0,0,38
13091,2,6,0,13,3,0,1,38,0,17,47199,0,0,24
13092,3,12,1,11,1,0,0,38,1,46,215895,0,0,40
13093,4,9,1,0,1,0,0,38,1,50,24647,0,0,40
13094,2,9,0,1,0,0,1,38,0,34,734193,0,0,50
13095,5,13,1,5,1,0,0,38,0,42,321086,0,0,50
13096,5,12,1,0,1,0,0,38,0,41,192589,0,0,40
13097,2,12,0,4,4,4,0,38,0,32,326283,0,0,40
13098,2,8,1,9,1,0,0,38,0,32,207284,0,0,40
13099,2,9,1,3,1,0,0,38,0,47,109089,0,0,70
13100,2,9,1,5,1,0,0,38,0,50,274528,0,0,40
13101,2,3,6,13,4,0,1,38,0,77,142646,0,0,23
13102,2,8,4,1,0,0,0,38,0,33,180859,0,0,40
13103,7,8,1,9,1,0,0,38,0,47,188610,0,0,48
13104,2,6,1,7,1,0,0,38,0,64,169604,0,0,40
13105,2,8,1,1,1,0,0,38,0,34,260560,0,0,50
13106,3,8,0,3,4,1,1,38,0,34,188245,0,0,35
13107,3,13,0,1,5,0,1,38,1,67,103315,15831,0,72
13108,3,8,0,4,0,0,0,38,0,37,52465,0,0,40
13109,2,12,1,3,1,0,0,38,1,34,737315,0,0,40
13110,7,9,0,4,3,0,1,38,0,22,195143,0,0,29
13111,6,14,4,5,0,0,0,38,0,50,219420,0,0,64
13112,2,12,1,1,1,0,0,38,1,60,198170,0,0,45
13113,3,12,4,3,4,0,1,38,0,46,183168,0,0,43
13114,2,12,1,6,1,0,0,38,1,44,196545,7298,0,40
13115,2,8,1,5,5,0,1,30,0,43,168412,0,0,44
13116,2,13,1,3,1,0,0,7,1,48,174386,0,0,40
13117,2,8,0,0,5,0,1,26,0,36,544686,2907,0,40
13118,2,9,0,0,0,0,1,38,0,48,95661,0,0,43
13119,2,9,1,0,1,0,0,38,0,37,468713,0,0,40
13120,2,13,1,5,1,0,0,38,1,51,169112,0,0,40
13121,2,13,1,3,1,0,0,38,1,52,74024,0,0,45
13122,2,2,0,5,3,2,1,39,0,27,110622,0,0,20
13123,3,13,1,1,1,0,0,38,1,43,33331,0,0,40
13124,2,8,0,4,3,1,0,38,0,23,181557,0,0,25
13125,2,10,1,9,1,0,0,40,1,66,142624,5556,0,40
13126,6,5,1,4,2,0,1,38,0,37,192251,2635,0,40
13127,2,9,0,0,0,0,1,38,0,35,146091,0,0,40
13128,3,12,1,3,1,0,0,38,1,42,174575,5178,0,40
13129,2,5,0,4,4,0,1,28,0,49,200949,0,0,38
13130,3,12,1,3,2,0,1,38,1,51,201560,0,0,40
13131,5,8,6,1,0,0,0,38,0,71,149386,0,0,9
13132,3,13,1,3,2,0,1,38,1,50,168672,0,1902,40
13133,2,8,6,0,4,0,1,38,0,63,38352,0,0,40
13134,4,13,0,3,3,0,1,38,0,41,180272,0,0,35
13135,4,9,0,9,3,0,1,38,0,24,275421,0,0,40
13136,3,9,4,4,4,0,1,38,0,41,173051,0,0,45
13137,3,10,1,0,1,0,0,38,0,33,167474,0,0,40
13138,3,9,1,6,1,1,0,38,0,42,267138,0,0,40
13139,2,12,0,5,3,2,0,38,0,23,135138,0,0,40
13140,2,11,4,3,0,0,1,38,0,49,218357,0,0,38
13141,6,7,1,6,0,0,0,38,0,28,107236,0,0,40
13142,2,2,1,2,1,0,0,25,0,31,138416,0,0,56
13143,2,12,0,0,3,1,0,38,0,28,154863,0,0,35
13144,2,6,1,6,1,0,0,38,0,37,194004,0,0,25
13145,2,9,0,1,3,0,0,38,0,19,339123,0,0,40
13146,3,12,1,3,1,0,0,38,0,51,548361,0,0,26
13147,2,11,1,5,1,0,0,38,0,25,101812,0,0,41
13148,7,8,1,1,1,0,0,38,0,49,127111,0,0,50
13149,2,8,4,5,4,0,1,38,0,47,171807,0,0,45
13150,3,8,1,4,1,0,0,38,0,48,40666,0,0,40
13151,3,8,4,0,0,0,1,38,0,41,340682,0,0,40
13152,2,8,4,0,4,0,1,38,0,32,175052,0,0,40
13153,4,8,0,1,4,0,1,38,0,26,321629,0,0,16
13154,2,8,1,2,1,1,0,38,0,46,154405,0,0,40
13155,2,5,0,5,3,0,1,38,0,17,108402,0,0,20
13156,2,6,4,2,0,0,0,38,0,34,346275,0,0,43
13157,2,8,0,0,5,0,1,38,0,44,42476,0,0,30
13158,2,10,0,4,3,0,1,38,0,23,161708,0,0,20
13159,2,9,0,3,4,2,0,38,0,35,70447,4650,0,20
13160,2,12,0,7,0,0,0,38,0,30,189759,4865,0,40
13161,0,9,1,4,1,2,0,38,0,65,137354,0,0,20
13162,2,12,1,5,1,0,0,22,0,34,250724,0,0,45
13163,5,15,1,3,1,0,0,38,1,34,149368,0,0,40
13164,2,11,1,0,1,0,0,38,0,39,154641,0,0,40
13165,2,11,1,0,1,0,0,38,0,28,38309,2407,0,40
13166,3,13,1,1,1,0,0,38,1,53,202733,7688,0,70
13167,2,6,0,7,4,0,0,38,0,34,56150,0,0,40
13168,2,8,0,6,0,0,0,38,0,21,260254,0,0,40
13169,2,3,1,8,1,0,0,38,0,53,108083,0,0,45
13170,6,13,4,3,0,0,0,38,1,54,71344,0,0,50
13171,2,9,4,5,4,0,1,38,0,32,174215,0,0,40
13172,4,12,0,3,0,0,0,38,0,39,114366,0,0,35
13173,2,9,4,9,4,0,1,38,0,39,158962,0,0,40
13174,2,8,1,1,1,0,0,10,0,29,179498,0,0,40
13175,2,8,4,3,0,0,1,38,0,29,31935,0,0,40
13176,2,8,1,6,1,0,0,38,1,43,149909,0,0,42
13177,3,9,0,2,3,0,0,38,0,20,58740,0,0,15
13178,2,13,1,0,1,0,0,38,0,39,216552,0,0,40
13179,2,9,4,1,0,0,1,38,0,45,255348,0,0,40
13180,2,9,1,9,1,0,0,38,0,36,176050,0,0,40
13181,6,11,6,7,0,0,1,38,0,71,125101,0,0,40
13182,1,8,1,4,1,0,0,38,0,62,197286,0,0,40
13183,3,9,4,0,0,0,1,25,0,43,337469,594,0,20
13184,2,8,0,5,4,1,1,38,0,31,159737,0,0,58
13185,2,8,1,1,1,0,0,38,1,39,316211,0,0,60
13186,2,12,1,3,2,0,1,38,1,32,127610,0,1902,32
13187,3,8,1,6,1,1,0,38,1,45,556652,0,0,40
13188,2,8,0,2,3,0,0,38,0,19,265576,0,0,50
13189,2,9,1,3,1,0,0,38,1,43,347653,0,0,48
13190,2,11,1,7,1,0,0,38,0,32,62374,0,0,40
13191,6,12,0,5,0,0,1,38,0,43,170230,0,0,60
13192,2,12,1,0,1,0,0,38,0,34,203051,0,0,27
13193,7,9,1,3,1,0,0,38,0,66,115880,0,0,40
13194,2,11,1,6,1,0,0,38,1,37,167735,0,1887,40
13195,7,10,1,1,2,0,1,38,0,46,181413,0,0,40
13196,2,12,0,3,3,0,1,38,0,23,185554,0,0,40
13197,2,12,0,3,0,0,0,38,1,41,350387,0,0,40
13198,2,8,1,2,1,1,0,11,0,63,225102,0,0,40
13199,2,8,1,2,1,0,0,38,1,55,105582,3103,0,40
13200,6,15,1,3,1,0,0,38,1,35,350247,0,0,50
13201,2,4,0,6,0,0,0,26,1,28,150025,0,0,50
13202,2,12,1,3,1,0,0,38,1,37,107737,0,0,55
13203,1,8,1,8,1,0,0,38,0,63,334741,0,0,20
13204,2,12,1,3,1,0,0,38,1,43,115562,0,0,42
13205,6,11,0,6,3,0,0,38,0,30,131584,0,0,60
13206,3,13,1,3,2,0,1,38,1,36,95855,0,0,60
13207,2,12,1,5,1,0,0,38,1,54,391016,0,0,40
13208,5,12,1,0,1,0,0,38,1,36,51089,0,0,50
13209,7,12,1,1,1,0,0,38,1,78,188044,0,2392,40
13210,2,12,1,1,1,0,0,38,1,77,117898,0,0,50
13211,2,8,2,4,0,2,1,29,0,28,70240,0,0,40
13212,6,8,1,6,1,0,0,38,1,39,187693,0,0,72
13213,2,12,5,10,0,2,0,29,0,37,341672,0,0,40
13214,2,11,1,3,1,0,0,38,1,34,208043,7298,0,45
13215,3,12,0,3,3,0,1,38,0,22,289982,0,0,35
13216,2,12,0,4,0,0,1,38,0,54,76344,0,0,50
13217,2,9,0,5,3,0,1,38,0,21,200973,0,0,20
13218,2,5,1,6,1,0,0,38,0,36,111377,0,0,40
13219,6,8,6,0,5,0,1,38,0,62,136684,0,0,30
13220,2,9,1,5,1,0,0,38,1,40,176716,0,0,40
13221,6,9,4,3,4,1,1,38,0,47,166894,0,0,40
13222,2,12,1,5,1,0,0,38,1,38,243872,0,0,70
13223,2,2,0,6,0,0,0,3,0,28,155621,0,0,40
13224,2,12,4,3,4,0,1,38,0,46,102597,0,0,40
13225,2,9,1,4,1,0,0,38,0,22,60331,0,0,35
13226,2,8,4,5,4,0,1,1,0,37,75024,0,0,25
13227,2,5,5,9,0,0,1,28,0,69,174474,0,0,28
13228,2,12,1,1,1,0,0,38,1,43,145441,0,0,50
13229,2,12,0,4,0,2,1,23,1,53,83434,0,0,21
13230,2,8,0,5,3,1,1,38,0,20,691830,0,0,35
13231,2,12,0,3,0,0,0,38,0,22,189203,0,0,50
13232,2,4,1,6,1,0,0,38,0,48,115784,0,0,44
13233,5,13,1,3,1,0,0,38,1,40,280167,0,0,40
13234,4,9,1,4,1,0,0,38,0,68,407338,0,0,20
13235,2,9,4,4,0,0,1,38,0,39,52978,0,1721,55
13236,2,8,1,10,1,1,0,37,1,57,169329,0,1887,40
13237,2,5,0,4,4,0,0,25,0,23,315065,0,0,60
13238,3,12,1,3,2,0,1,38,1,25,167835,0,0,38
13239,2,8,0,3,3,1,0,38,0,22,63105,0,0,40
13240,2,7,0,13,3,0,0,38,0,23,520775,0,0,30
13241,3,12,1,3,1,0,0,38,1,41,47902,0,0,45
13242,2,9,0,9,0,0,1,38,0,25,145434,0,0,25
13243,2,9,1,5,1,0,0,38,0,58,56392,0,0,40
13244,2,8,4,5,0,2,0,23,0,33,162312,0,0,45
13245,2,13,1,3,1,0,0,38,0,28,204074,0,0,48
13246,2,6,0,9,0,0,1,38,0,19,99246,0,0,25
13247,2,9,4,0,5,0,1,38,0,44,102085,0,0,40
13248,2,0,0,9,0,0,0,38,0,68,168794,0,0,10
13249,4,8,1,6,1,0,0,38,1,33,332379,0,0,40
13250,2,8,4,1,0,0,1,38,0,24,233419,0,0,40
13251,6,8,1,8,1,0,0,38,0,44,57233,0,0,50
13252,2,12,1,1,1,0,0,38,1,38,192337,7688,0,40
13253,2,8,5,6,4,0,1,25,0,31,442429,0,0,40
13254,2,8,4,0,0,0,1,38,0,29,369114,0,0,40
13255,2,4,6,5,0,0,1,38,0,65,261334,0,0,40
13256,2,8,6,0,5,0,1,38,0,55,160303,0,0,40
13257,2,8,1,1,1,0,0,38,0,49,50474,0,0,40
13258,2,8,0,9,3,1,1,38,0,27,321577,0,0,40
13259,2,8,4,5,0,0,0,38,0,41,29591,0,0,30
13260,6,9,1,6,1,0,0,38,1,33,334744,0,0,50
13261,6,8,0,8,3,0,0,38,0,22,269474,0,0,40
13262,2,8,1,3,1,0,0,38,1,41,287306,0,1902,40
13263,2,8,1,4,1,1,0,38,0,66,33619,0,0,4
13264,2,9,4,5,0,0,0,38,0,38,149347,0,0,60
13265,2,8,1,9,1,0,0,38,1,43,96249,0,0,42
13266,3,9,1,2,1,0,0,25,0,40,370502,0,0,40
13267,2,9,1,5,1,0,0,38,1,32,188246,0,0,40
13268,2,8,0,5,4,0,1,25,0,30,167558,0,0,35
13269,2,12,1,0,1,0,0,38,0,35,292185,0,0,40
13270,2,13,1,3,1,0,0,38,1,41,101593,15024,0,50
13271,3,12,0,3,0,3,0,38,0,33,70164,0,0,60
13272,2,12,1,1,1,0,0,38,1,36,269722,0,0,55
13273,6,12,1,3,1,0,0,38,0,33,175502,0,0,60
13274,2,8,1,1,1,0,0,38,1,53,233165,0,0,60
13275,2,12,0,5,0,0,0,38,0,27,177351,0,0,45
13276,2,12,0,2,3,0,1,38,0,22,212114,0,0,15
13277,2,8,1,5,1,1,0,38,0,26,288959,0,0,36
13278,2,8,1,5,2,0,1,38,0,64,231619,0,0,21
13279,2,9,4,0,4,0,1,38,0,48,146919,0,0,45
13280,2,8,0,0,3,0,1,38,0,23,388811,0,0,40
13281,2,9,0,5,4,0,1,31,0,26,243560,0,0,40
13282,6,12,1,3,1,0,0,38,0,35,98360,0,0,40
13283,2,9,1,5,1,0,0,38,1,46,369538,0,0,40
13284,6,9,6,1,4,0,1,38,0,65,31740,0,0,45
13285,2,8,6,9,0,0,0,38,0,53,223660,6849,0,40
13286,2,2,0,4,5,0,0,25,0,18,333611,0,0,54
13287,6,15,1,3,1,0,0,38,1,34,108247,0,0,55
13288,2,8,0,9,4,0,1,12,0,28,76129,0,0,40
13289,2,12,1,1,1,0,0,38,1,37,91711,0,0,60
13290,6,12,1,13,1,0,0,38,0,61,166855,0,0,10
13291,2,12,1,3,1,0,0,38,0,59,182062,5013,0,40
13292,2,13,0,1,0,0,1,38,1,32,252752,13550,0,60
13293,2,12,1,3,2,0,1,38,0,31,43953,0,0,35
13294,3,12,0,3,0,0,1,38,0,25,84224,0,0,40
13295,2,1,1,3,1,0,0,30,0,81,100675,0,0,15
13296,2,8,5,4,5,1,1,38,0,47,155509,0,0,35
13297,2,8,1,6,1,0,0,38,0,39,29814,0,0,40
13298,2,9,1,4,1,1,0,38,0,37,241805,0,0,30
13299,2,8,1,9,1,0,0,38,1,44,214838,0,0,45
13300,2,10,1,6,1,0,0,38,0,37,240810,0,0,45
13301,2,9,1,0,1,0,0,38,1,41,154076,0,0,50
13302,3,2,1,2,2,0,1,25,0,27,175552,0,0,40
13303,2,9,1,3,1,0,0,30,1,55,170287,0,0,40
13304,2,12,1,5,1,0,0,38,1,60,145995,0,0,40
13305,2,10,0,2,0,0,0,5,0,22,433669,0,0,36
13306,2,12,0,5,0,0,0,38,0,23,233626,0,0,25
13307,2,8,0,9,0,0,1,38,0,19,607799,0,0,60
13308,2,9,1,9,1,0,0,38,1,45,88500,0,0,44
13309,2,8,5,4,4,1,1,38,0,36,127809,0,0,30
13310,2,12,1,3,1,0,0,38,1,46,243743,0,0,40
13311,2,6,1,9,1,0,0,38,0,48,177211,0,0,40
13312,6,8,1,4,1,0,0,38,0,39,231180,0,0,50
13313,2,12,1,7,1,0,0,38,0,29,253856,0,0,20
13314,2,8,4,0,0,0,1,38,0,39,177075,0,0,40
13315,2,8,0,1,3,4,1,25,0,26,152855,0,0,40
13316,2,10,4,3,4,0,0,38,0,37,191137,0,0,25
13317,2,9,1,0,2,0,1,38,1,49,255559,0,0,40
13318,2,12,0,5,3,0,0,38,0,27,169815,0,0,40
13319,2,5,0,2,5,0,0,25,0,28,221215,0,0,40
13320,2,9,4,5,4,0,1,38,0,35,270059,0,0,30
13321,3,8,1,7,1,0,0,38,0,54,31588,2635,0,40
13322,2,5,0,4,3,0,0,38,0,17,345403,0,0,40
13323,2,8,0,2,3,3,0,38,0,18,194897,0,0,40
13324,2,9,0,0,4,4,1,38,0,33,388741,0,0,38
13325,2,10,1,5,1,2,0,38,0,33,355856,0,0,60
13326,2,9,1,0,2,0,1,38,0,51,122109,0,0,35
13327,2,8,0,0,3,2,1,38,0,49,75673,0,0,40
13328,7,9,4,1,0,0,0,38,0,49,141058,0,2339,50
13329,2,9,1,5,1,0,0,38,1,41,47902,0,0,35
13330,2,1,4,13,0,0,1,38,0,64,221343,0,0,12
13331,2,9,1,3,1,0,0,38,1,40,255675,0,0,40
13332,5,8,6,0,0,0,1,38,0,49,203505,0,0,40
13333,2,12,0,3,3,0,1,38,0,23,125106,0,0,40
13334,2,9,4,0,4,0,1,38,0,34,139890,0,0,40
13335,2,6,1,6,1,0,0,38,1,38,76878,5178,0,40
13336,6,9,1,8,1,0,0,38,0,47,28035,0,0,86
13337,2,8,0,0,5,0,1,38,0,30,43953,0,1974,40
13338,2,10,1,0,1,0,0,38,1,36,163237,0,0,40
13339,3,12,0,3,0,0,1,38,0,23,55890,0,0,40
13340,6,9,1,1,1,0,0,38,0,47,255934,0,0,80
13341,2,8,4,0,0,0,1,1,0,61,168654,0,0,40
13342,6,12,1,5,1,0,0,38,0,47,39986,0,0,40
13343,2,12,1,3,1,0,0,38,1,56,208451,0,0,40
13344,2,7,0,5,0,0,1,38,0,20,206681,0,0,55
13345,2,8,1,9,2,0,1,38,1,33,117779,0,0,46
13346,6,8,1,8,1,0,0,38,1,36,129150,0,0,50
13347,7,8,1,2,2,0,1,38,0,38,177273,0,0,35
13348,3,9,1,11,1,0,0,38,1,34,226443,0,0,40
13349,2,8,1,7,1,0,0,38,0,56,146326,0,0,50
13350,2,11,0,1,0,0,1,38,0,32,187901,0,0,23
13351,2,10,1,9,1,0,0,38,1,26,97153,5178,0,40
13352,2,12,0,1,0,0,0,38,1,49,188694,0,0,40
13353,2,8,1,11,1,0,0,38,1,71,187493,0,0,40
13354,2,9,0,4,3,0,1,38,0,19,212468,0,0,15
13355,2,9,0,10,0,0,1,38,0,20,84726,0,0,40
13356,2,8,4,0,4,0,1,38,0,42,137907,0,0,35
13357,2,9,1,1,2,0,1,38,1,51,34361,0,0,20
13358,2,9,2,3,3,1,1,38,0,38,254114,0,0,40
13359,2,5,1,9,1,0,0,38,1,38,170174,0,0,40
13360,6,12,4,1,0,0,0,38,0,35,190895,0,0,25
13361,3,12,1,3,2,1,1,38,0,24,317443,0,0,40
13362,2,8,4,0,4,1,0,38,0,40,375603,0,0,40
13363,2,8,0,2,3,0,0,38,0,21,203076,0,0,35
13364,2,8,4,7,0,0,0,38,0,49,53893,0,0,40
13365,0,9,0,8,3,1,1,38,0,18,171748,0,0,24
13366,2,8,1,1,1,0,0,38,1,54,167770,0,1902,55
13367,2,12,2,1,0,0,1,38,0,52,204584,0,0,42
13368,2,12,0,3,0,0,1,38,0,27,660870,0,0,60
13369,2,8,0,9,0,0,0,38,0,20,105686,0,0,40
13370,4,13,1,8,2,1,1,38,1,38,70282,15024,0,2
13371,2,9,4,9,0,0,0,38,0,31,148607,0,0,40
13372,2,8,0,0,3,0,1,38,0,25,255849,0,0,40
13373,5,9,0,2,3,0,0,8,0,19,255921,0,0,20
13374,2,9,1,6,1,0,0,38,0,33,113326,0,0,50
13375,2,12,0,4,0,0,0,38,0,23,440456,0,0,40
13376,2,13,4,3,4,0,1,38,0,34,105493,0,0,40
13377,2,12,4,3,4,0,0,38,1,42,259757,0,653,50
13378,3,13,4,1,0,0,1,38,0,37,89491,0,0,40
13379,2,12,0,1,3,0,1,38,0,25,171818,0,0,40
13380,2,11,1,6,1,0,0,38,0,40,51151,0,0,40
13381,6,12,0,5,0,0,1,38,0,33,188957,0,0,40
13382,2,9,0,0,0,0,1,38,0,31,97933,0,0,40
13383,7,12,1,5,1,0,0,38,0,32,195447,0,0,45
13384,0,12,1,9,1,0,0,38,1,63,46907,0,0,8
13385,7,12,1,5,1,0,0,38,1,54,383365,0,0,70
13386,6,8,1,6,1,0,0,38,0,32,203408,0,0,44
13387,3,8,1,7,1,1,0,38,0,29,148182,0,0,40
13388,3,9,1,3,1,0,0,38,0,26,211497,0,0,40
13389,6,9,1,8,1,0,0,38,0,39,48063,0,0,60
13390,2,12,1,3,1,0,0,38,1,57,211804,3103,0,50
13391,2,9,1,8,1,0,0,38,0,54,185407,0,0,40
13392,2,5,1,9,1,0,0,38,0,57,225927,0,0,40
13393,5,12,0,3,0,0,0,38,0,23,314525,0,0,40
13394,6,9,1,1,1,0,0,38,1,27,208577,0,0,45
13395,2,12,0,1,0,0,0,38,1,42,222884,0,0,55
13396,2,5,1,6,1,0,0,38,0,31,209538,0,0,40
13397,3,13,4,3,0,0,1,38,0,49,177114,0,0,60
13398,2,8,1,6,1,0,0,38,0,50,173754,0,0,40
13399,3,8,4,0,4,0,1,38,0,46,121370,0,0,30
13400,2,8,4,5,0,0,0,38,0,37,67125,0,0,60
13401,2,8,1,6,1,0,0,38,0,26,67240,0,0,40
13402,2,12,4,0,0,0,1,38,0,27,198346,0,0,35
13403,2,9,0,1,3,0,0,38,0,24,141003,0,0,25
13404,7,8,0,6,3,0,0,38,0,24,60668,0,0,40
13405,2,8,4,5,0,0,1,38,0,29,104256,0,0,34
13406,2,12,1,3,1,0,0,38,1,47,131002,0,0,50
13407,6,9,1,5,1,0,0,38,0,33,155151,0,1740,50
13408,2,10,4,3,4,0,1,38,0,26,177720,0,0,45
13409,2,9,0,6,3,0,0,38,0,20,39615,0,0,40
13410,2,11,1,3,2,0,1,38,1,25,203871,0,1887,40
13411,4,12,4,0,4,0,0,38,0,57,25045,2174,0,37
13412,2,8,1,7,1,0,0,38,0,36,112264,0,0,50
13413,2,13,1,1,1,0,0,38,0,25,169100,0,0,40
13414,2,12,1,9,1,0,0,10,1,46,155659,0,0,40
13415,2,8,1,0,1,0,0,38,0,39,291665,4508,0,24
13416,2,9,1,6,1,0,0,38,1,29,224215,0,0,40
13417,2,6,0,1,3,0,1,38,0,18,270502,0,0,20
13418,2,11,1,10,1,0,0,38,0,46,125487,0,0,40
13419,2,12,1,5,1,0,0,38,1,61,51385,0,0,50
13420,2,8,6,5,0,0,1,38,0,41,112763,0,0,40
13421,2,9,4,9,0,1,1,38,0,50,108926,0,0,40
13422,2,12,1,1,1,2,0,18,1,53,366957,99999,0,50
13423,3,12,0,11,0,0,0,38,0,36,109766,0,0,60
13424,2,9,0,0,4,1,1,38,0,38,226106,0,0,40
13425,6,8,1,5,1,0,0,38,0,75,92792,0,0,35
13426,2,11,1,0,2,0,1,38,1,26,186950,0,0,40
13427,2,12,1,1,1,0,0,38,1,44,230478,0,0,40
13428,2,8,0,0,3,0,1,38,0,25,231638,0,0,40
13429,2,9,0,5,3,0,1,38,0,31,120461,0,0,40
13430,2,7,0,7,0,2,0,38,0,49,33673,0,0,35
13431,2,8,1,9,1,0,0,38,0,34,191385,0,0,48
13432,6,8,1,3,1,0,0,3,0,31,229946,0,0,40
13433,6,9,4,6,0,0,0,38,0,47,160131,0,0,40
13434,2,12,1,1,1,0,0,38,1,38,190895,7298,0,50
13435,2,8,0,6,3,0,1,38,0,18,126021,0,0,20
13436,2,4,4,4,0,0,1,38,0,47,27815,0,1719,30
13437,2,8,0,6,0,0,0,38,0,42,203542,0,0,40
13438,2,12,0,5,3,0,0,38,0,29,144592,0,0,40
13439,3,9,4,11,0,0,0,38,0,38,223004,0,0,75
13440,2,9,0,5,3,1,1,38,0,22,183257,0,0,20
13441,2,8,0,6,3,0,0,38,0,32,172714,0,0,40
13442,2,9,0,0,3,0,0,38,0,20,131611,0,0,48
13443,2,15,1,5,1,0,0,38,0,41,253060,0,0,50
13444,2,8,1,7,1,1,0,38,1,46,471990,0,0,46
13445,2,8,1,0,2,0,1,38,0,44,138966,0,0,38
13446,2,12,0,0,0,0,1,38,0,35,385412,0,0,40
13447,0,9,0,13,3,0,0,38,0,18,184101,0,0,25
13448,2,8,1,6,1,0,0,38,1,60,103344,15024,0,40
13449,3,4,1,6,1,0,0,38,0,36,135786,0,0,25
13450,2,9,0,6,4,0,0,38,0,30,227359,0,0,40
13451,4,14,1,3,1,0,0,38,1,40,86912,0,0,50
13452,2,9,0,0,3,0,1,38,0,21,83033,2176,0,20
13453,2,12,0,3,0,0,1,38,0,25,172581,0,0,40
13454,4,13,4,3,0,0,0,38,0,56,274111,0,1669,40
13455,2,9,1,1,1,0,0,38,1,42,187795,99999,0,55
13456,2,3,0,2,4,0,0,12,0,26,483822,0,0,40
13457,7,8,1,0,2,0,1,38,1,66,220543,0,0,40
13458,2,3,1,6,1,0,0,5,0,48,152953,0,0,32
13459,2,9,0,5,4,0,0,38,0,35,239755,0,0,50
13460,2,13,1,3,1,0,0,38,1,41,177905,0,0,45
13461,2,9,0,5,3,0,1,38,0,19,200136,0,0,20
13462,6,8,1,5,1,0,0,38,0,55,111625,0,0,40
13463,6,12,1,6,1,0,0,38,1,42,336513,15024,0,60
13464,2,9,4,7,0,0,0,38,0,45,162915,0,0,50
13465,2,12,0,2,0,0,0,38,0,29,116662,0,0,40
13466,6,14,1,3,1,0,0,38,1,42,24763,15024,0,40
13467,2,8,4,5,0,0,1,38,0,65,225580,0,0,20
13468,2,10,0,4,5,2,0,39,0,30,169104,0,0,40
13469,2,9,1,6,1,0,0,38,0,43,212894,0,0,40
13470,2,3,1,9,1,0,0,21,0,61,93997,0,0,40
13471,2,9,0,4,0,0,1,38,0,22,189924,0,0,50
13472,2,6,5,4,4,0,1,38,0,23,274424,0,0,40
13473,2,8,1,9,1,0,0,38,0,34,188246,0,0,40
13474,2,8,6,3,4,0,1,38,0,51,284211,0,0,35
13475,2,9,0,0,3,0,1,38,0,21,198259,0,0,15
13476,2,10,0,3,0,2,0,38,0,31,368517,0,0,40
13477,2,10,0,0,0,0,1,38,0,34,168768,0,0,35
13478,5,9,1,1,2,1,1,38,1,33,122220,0,0,40
13479,2,13,5,1,0,0,0,38,1,32,136204,0,2824,55
13480,2,6,1,5,1,0,0,38,1,44,175641,0,0,40
13481,4,9,0,4,3,1,0,38,0,21,173324,0,0,20
13482,3,8,4,0,0,0,1,38,0,75,31195,0,0,20
13483,5,13,1,1,1,2,0,38,1,55,88876,0,0,60
13484,6,8,1,4,2,0,1,38,0,43,176069,0,0,16
13485,2,8,1,6,1,0,0,38,0,31,215297,0,0,45
13486,2,9,1,6,1,0,0,38,0,41,198425,0,0,45
13487,3,13,0,3,0,0,0,38,0,26,180957,0,0,50
13488,2,11,0,6,4,1,1,38,0,23,206129,0,0,40
13489,5,8,4,0,4,1,1,38,0,42,65950,0,0,40
13490,2,8,0,0,0,0,1,38,0,29,197618,0,0,40
13491,2,8,0,0,0,0,0,38,0,21,185357,0,0,50
13492,2,12,0,1,3,0,0,38,0,28,134890,0,0,40
13493,7,8,1,6,1,0,0,38,0,64,193043,0,0,40
13494,5,9,0,4,4,1,1,38,0,35,153633,0,0,40
13495,2,12,1,7,1,0,0,38,0,65,115890,0,0,20
13496,2,12,0,3,0,0,0,9,0,34,394447,2463,0,50
13497,2,12,4,5,0,0,0,38,0,58,343957,0,0,50
13498,7,15,1,12,1,0,0,38,1,63,247986,0,0,30
13499,2,12,1,5,1,0,0,10,1,50,238959,99999,0,60
13500,2,8,4,4,0,0,1,38,0,59,159048,0,0,40
13501,2,12,1,1,1,0,0,38,1,46,423222,7688,0,40
13502,2,11,1,3,1,0,0,38,1,30,89735,0,0,40
13503,2,12,0,2,3,0,0,38,0,28,31778,0,0,40
13504,3,2,1,0,1,1,0,38,0,51,157327,0,0,8
13505,2,13,4,5,0,0,0,38,1,47,233511,27828,0,60
13506,2,12,4,5,0,0,0,38,1,30,327112,0,1564,40
13507,2,8,0,6,3,0,0,38,0,34,236543,0,0,40
13508,4,9,4,3,0,0,1,38,0,51,194475,0,0,40
